Startdatum;Enddatum;Portfolioname;Währung;Kampagnen-Name;Anzeigengruppenname;Ausrichtung;Übereinstimmungstyp;Suchbegriff des Kunden;Impressionen;Klicks;Klickrate (CTR);Kosten pro Klick (CPC);Ausgaben;7 Tage, Umsatz gesamt (€);Gesamtumsatzkosten für Werbung (ACOS) ;Gesamtrendite von Werbeausgaben (Return on Advertising Spend, ROAS);7 Tage, Aufträge gesamt (#);7 Tage, Einheiten gesamt (#);7-Tage-Konversionsrate;7 Tage, Beworbene SKU-Einheiten (#);7-Tage, Andere SKU-Einheiten (#);7 Tage, Beworbene SKU-Umsätze (€);7-Tage, Andere SKU-Umsätze (€)
Apr 07, 2023;Apr 07, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptop hull;PHRASE;mandala laptop hülle;2;1;50,0000%;€0,74;€0,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;14 zoll laptophülle;13;1;7,6923%;€0,78;€0,78;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;15 zoll laptophülle;6;1;16,6667%;€0,72;€0,72;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;echtleder+15+zoll+laptophülle;2;1;50,0000%;€0,34;€0,34;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 03, 2023;Mai 03, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle;51;1;1,9608%;€0,72;€0,72;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Mai 26, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 15;4;2;50,0000%;€0,75;€1,49;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Apr 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 15 6 zoll;22;2;9,0909%;€0,39;€0,78;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 15 6 zoll leder;4;1;25,0000%;€0,83;€0,83;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 15 6 zoll lenovo;2;1;50,0000%;€0,83;€0,83;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 15.6 zoll;251;1;0,3984%;€0,45;€0,45;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Apr 15, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 16 zoll;5;1;20,0000%;€0,83;€0,83;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Mai 14, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 17 zoll;661;6;0,9077%;€0,67;€4,01;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 05, 2023;Mai 05, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle 17 zoll leder quer;1;1;100,0000%;€0,50;€0,50;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 05, 2023;Mai 05, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle leder 16 zoll;1;1;100,0000%;€0,33;€0,33;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 04, 2023;Mai 04, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle leder 16 zoll m2;4;1;25,0000%;€0,73;€0,73;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle leder 17 zoll;6;1;16,6667%;€0,83;€0,83;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 17, 2023;Mai 17, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle leder damen;2;1;50,0000%;€0,57;€0,57;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 04, 2023;Mai 04, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;laptophülle leder grün;1;1;100,0000%;€0,73;€0,73;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 08, 2023;Mai 08, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;leder laptophülle 14zoll + ipad;3;1;33,3333%;€0,74;€0,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 17, 2023;Apr 17, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle;PHRASE;leder laptophülle 16;2;1;50,0000%;€0,77;€0,77;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 05, 2023;Mai 12, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptop tasch;PHRASE;laptop tasche leder;17;2;11,7647%;€0,41;€0,81;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 11, 2023;Apr 11, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptoptasche;PHRASE;laptoptasche 13 zoll leder damen;1;1;100,0000%;€0,23;€0,23;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 06, 2023;Mai 06, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptoptasche;PHRASE;laptoptasche 14 zoll grün;1;1;100,0000%;€0,30;€0,30;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 15, 2023;Mai 15, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptop sleeve;PHRASE;13 inch laptop sleeve coffee;3;1;33,3333%;€0,28;€0,28;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 06, 2023;Apr 06, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptop sleeve;PHRASE;laptop sleeve 16 zoll leder;1;1;100,0000%;€0,28;€0,28;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 08, 2023;Apr 08, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16;PHRASE;macbook pro 16 2023;1;1;100,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Jun 01, 2023;Jun 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16;PHRASE;tasche hülle macbook pro 16 almwild;1;1;100,0000%;€0,48;€0,48;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook tasche;PHRASE;macbook tasche magnetisch beige;25;1;4,0000%;€0,20;€0,20;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 13, 2023;Mai 13, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16 zoll;PHRASE;hardcase macbook pro 16 zoll 2023;2;1;50,0000%;€0,79;€0,79;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 11, 2023;Mai 11, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16 zoll;PHRASE;laptoptasche macbook pro 16 zoll;4;1;25,0000%;€0,79;€0,79;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 12, 2023;Mai 12, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16 zoll;PHRASE;ledertasche für macbook pro 16 zoll;2;1;50,0000%;€0,83;€0,83;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 05, 2023;Mai 05, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16 zoll;PHRASE;macbook pro 16 zoll laptoptasche;12;1;8,3333%;€0,84;€0,84;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 13, 2023;Apr 13, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16 zoll;PHRASE;macbook pro 16 zoll leather;1;1;100,0000%;€0,63;€0,63;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 06, 2023;Mai 06, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 16 zoll;PHRASE;laptophülle 16 zoll;14;1;7,1429%;€0,61;€0,61;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 16, 2023;Apr 16, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 16 zoll;PHRASE;laptophülle 16 zoll damen leder;1;1;100,0000%;€0,76;€0,76;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 26, 2023;Mai 07, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 16 zoll;PHRASE;laptophülle 16 zoll inspiron;4;2;50,0000%;€0,65;€1,29;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 16 zoll;PHRASE;laptophülle 16 zoll leder;2;1;50,0000%;€0,68;€0,68;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 03, 2023;Mai 03, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 16 zoll;PHRASE;laptophülle 16 zoll weinrot;3;1;33,3333%;€0,54;€0,54;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 15, 2023;Mai 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptophülle 16 zoll;PHRASE;laptophülle 16+ zoll;2;2;100,0000%;€0,60;€1,20;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Apr 10, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptoptasche 15 zoll;PHRASE;laptoptasche 15 zoll leder;9;2;22,2222%;€0,41;€0,82;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Jun 02, 2023;Jun 02, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;laptoptasche 15 zoll;PHRASE;laptoptasche 15 zoll rosa;1;1;100,0000%;€0,50;€0,50;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Jun 01, 2023;Jun 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook 15 zoll hülle;PHRASE;macbook 15 zoll hülle schwarz;1;1;100,0000%;€0,49;€0,49;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 29, 2023;Mai 29, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group PHRASE Match;macbook pro 16 tasche;PHRASE;macbook pro 16 tasche;14840;35;0,2358%;€0,91;€31,79;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 08, 2023;Mai 08, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;echtleder hülle laptop 14 zoll;2;1;50,0000%;€0,71;€0,71;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;freiwild laptop hülle;1;1;100,0000%;€0,79;€0,79;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Jun 01, 2023;Jun 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;hülle laptop 15 zoll leder;4;1;25,0000%;€0,74;€0,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 31, 2023;Mai 31, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop 15.6 hülle;2;1;50,0000%;€0,74;€0,74;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 06, 2023;Mai 06, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop 17.3 zoll hülle;1;1;100,0000%;€0,71;€0,71;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Apr 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop hülle 14 zoll;102;3;2,9412%;€0,74;€2,22;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Apr 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop hülle 15 6zoll;102;2;1,9608%;€0,77;€1,54;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 18, 2023;Apr 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop hülle 15.6zoll leder;3;1;33,3333%;€0,76;€0,76;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 29, 2023;Apr 29, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop hülle leder 13,6 zoll;2;1;50,0000%;€0,61;€0,61;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;laptop hülle leder braun 13 zoll;2;1;50,0000%;€0,79;€0,79;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 04, 2023;Mai 04, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;microsoft surface laptop 5 15 zoll hülle;1;1;100,0000%;€0,42;€0,42;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 20, 2023;Mai 20, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptop hull;BROAD;surface laptop studio hülle leder;2;1;50,0000%;€0,63;€0,63;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 26, 2023;Apr 26, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptophülle;BROAD;laptophülle leder 17;2;1;50,0000%;€0,30;€0,30;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 03, 2023;Apr 03, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptoptasche;BROAD;laptoptasche 17 3 zoll damen;2;1;50,0000%;€0,17;€0,17;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;laptoptasche;BROAD;laptoptasche echtleder 17;1;1;100,0000%;€0,35;€0,35;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 12, 2023;Mai 12, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;16 macbook pro case;3;1;33,3333%;€0,78;€0,78;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 12, 2023;Mai 12, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;etui macbook pro 16;5;1;20,0000%;€0,76;€0,76;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 21, 2023;Apr 21, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;filz h lle macbook pro 16;1;1;100,0000%;€0,61;€0,61;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 12, 2023;Mai 12, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;laptopständer macbook pro 16;4;1;25,0000%;€0,78;€0,78;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 06, 2023;Mai 06, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16;10;1;10,0000%;€0,60;€0,60;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 05, 2023;Mai 05, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 aufkleber lustig;3;1;33,3333%;€0,60;€0,60;€67,22;0,8926%;112,03;1;1;100,0000%;1;0;€67,22;€0,00
Apr 20, 2023;Apr 20, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 bag beige;4;2;50,0000%;€0,21;€0,41;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 11, 2023;Mai 11, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 bag leather;1;1;100,0000%;€0,69;€0,69;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 31, 2023;Mrz 31, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 h lle leder;9;1;11,1111%;€0,67;€0,67;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mrz 30, 2023;Mrz 30, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 lederhülle;4;1;25,0000%;€0,67;€0,67;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 13, 2023;Mai 13, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 m2 schutz;1;1;100,0000%;€0,49;€0,49;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 02, 2023;Mai 02, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 vegan;5;1;20,0000%;€0,56;€0,56;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro 16 zubehör;9;2;22,2222%;€0,48;€0,96;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 19, 2023;Mai 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro m1 16 inch skins;2;1;50,0000%;€0,43;€0,43;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 08, 2023;Mai 08, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro m2 16 2023 case;7;1;14,2857%;€0,76;€0,76;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 01, 2023;Mai 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;macbook pro m2 max 16;1;1;100,0000%;€0,53;€0,53;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 28, 2023;Mai 28, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;nomad macbook pro 16;5;1;20,0000%;€0,71;€0,71;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 01, 2023;Apr 01, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16;BROAD;weiche lederhülle macbook pro 16”;5;1;20,0000%;€0,62;€0,62;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Mai 18, 2023;Mai 18, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook pro 16 zoll;BROAD;apple macbook pro 16 zoll huelle;3;1;33,3333%;€0,46;€0,46;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 02, 2023;Apr 02, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;16 zoll laptoptasche;BROAD;laptoptasche 16 1 zoll laptoptasche;11;1;9,0909%;€0,57;€0,57;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 05, 2023;Apr 05, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;16 zoll laptoptasche;BROAD;laptoptasche 16 zoll;16;1;6,2500%;€0,53;€0,53;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 19, 2023;Apr 19, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;16 zoll laptoptasche;BROAD;laptoptasche 16 zoll rot;2;1;50,0000%;€0,59;€0,59;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
Apr 11, 2023;Apr 11, 2023;Not grouped;EUR;Taskha | Leder | Br/Bk |15/16 - Perpetua - SP - Manual - 5fduhbkf;Ad Group BROAD Match;macbook 15 zoll hülle;BROAD;taskha macbook hülle 15/16 zoll;1;1;100,0000%;€0,24;€0,24;€0,00;;0,00;0;0;0,0000%;0;0;€0,00;€0,00
